latitude,longitude,name,type,status,colour
64.13366061319923,-21.920836555915095,Light 168442,Fluorescent,on,purple
64.10650206049567,-21.79118069302916,Light 184555,Fluorescent,off,blue
64.13107049964324,-21.880714791600823,Light 141647,Fluorescent,off,pink
64.08345597959438,-21.86785059841889,Light 177672,Mercury,on,purple
64.1109332734579,-21.843977711417555,Light 191706,Fluorescent,off,red
64.11671743018329,-21.83473899634841,Light 187819,Mercury,on,pink
64.08909447934724,-21.803015947206813,Light 181908,Mercury,off,red
64.08534611112502,-21.859768138857348,Light 119336,Halogen,off,pink
64.14606222078193,-21.822914278032602,Light 177732,Fluorescent,on,blue
64.11000996340861,-21.871511934943307,Light 190760,LED,on,green
64.12093806279842,-21.94224701279275,Light 124206,Halogen,on,green
64.13631322849562,-21.94913829054509,Light 142759,Fluorescent,off,green
64.08749622546381,-21.910125130886982,Light 196971,Halogen,on,green
64.14281954398608,-21.884992324472222,Light 157285,Fluorescent,on,pink
64.13194379862136,-21.934826313737968,Light 112640,Halogen,on,blue
64.09236687917054,-21.81429773315492,Light 150990,Halogen,off,blue
64.14884331936598,-21.942545180018445,Light 181089,Mercury,off,blue
64.13914869598689,-21.838794291378203,Light 149703,LED,on,pink
64.08363187585856,-21.92987951361682,Light 112770,Fluorescent,off,purple
64.11588890826545,-21.792466973796092,Light 164656,Fluorescent,on,red
64.12171696154992,-21.845829723077696,Light 199719,LED,off,purple
64.08651133895607,-21.902718617324986,Light 148865,LED,off,red
64.12676634827768,-21.838220913606904,Light 172583,Halogen,on,red
64.09710842104026,-21.847717101996242,Light 158667,Mercury,off,red
64.08140641169773,-21.86784675449138,Light 163423,Mercury,on,green
64.1178029176447,-21.937438245612363,Light 170841,LED,off,purple
64.13398450050005,-21.804311171088816,Light 195766,LED,on,blue
64.1016733074573,-21.889911668281922,Light 163914,Halogen,off,pink
64.14320879025016,-21.88801969166335,Light 150481,Halogen,off,purple
64.12302142128303,-21.8243123925405,Light 148902,Halogen,off,purple
64.09770985860266,-21.80864662598437,Light 123528,Fluorescent,on,blue
64.12401795885759,-21.847723539916586,Light 154671,LED,on,purple
64.10979072394893,-21.831176693849592,Light 162379,LED,on,purple
64.11055333110421,-21.85933167792902,Light 188362,LED,off,purple
64.11640096661371,-21.806665892811736,Light 198250,Mercury,on,red
64.09039499088864,-21.92957576784559,Light 161530,LED,off,blue
64.0975670895741,-21.946098838184778,Light 127600,Fluorescent,on,blue
64.08864133001276,-21.83497965750619,Light 163157,Fluorescent,on,green
64.09942880146647,-21.84795580481098,Light 179835,Mercury,on,purple
64.123907426875,-21.89427134375772,Light 105114,LED,on,pink
64.14440176530863,-21.860439333063148,Light 144301,LED,on,blue
64.13531768867126,-21.918720316998037,Light 134768,Fluorescent,on,red
64.12118787698859,-21.772810375834144,Light 171726,Mercury,off,pink
64.13182832659183,-21.86086636218953,Light 108100,Fluorescent,off,blue
64.08086577931239,-21.870153821553952,Light 151260,Fluorescent,on,red
64.08823082683769,-21.900108589973073,Light 163396,Fluorescent,off,blue
64.08526362330825,-21.851517662642955,Light 162841,Halogen,on,green
64.08884991290938,-21.93594227528319,Light 109022,Halogen,on,purple
64.12920243980028,-21.8594188260808,Light 119568,Mercury,on,blue
64.1197056938571,-21.90161481290116,Light 164074,Mercury,off,green
64.13951563136114,-21.79437149506039,Light 155376,Fluorescent,on,green
64.0934466139898,-21.80384165598547,Light 122218,Fluorescent,on,blue
64.14346636862831,-21.945856040879146,Light 110835,LED,on,red
64.10500526560861,-21.92267937571703,Light 156212,Mercury,off,green
64.14543499173146,-21.785479572419405,Light 115721,Halogen,on,purple
64.09895439653896,-21.803306382437846,Light 185529,Halogen,off,blue
64.10734881962652,-21.84906277774727,Light 150549,Halogen,off,purple
64.1436379839514,-21.919540514844225,Light 122829,Halogen,off,pink
64.09817386728659,-21.847305021089277,Light 130226,Fluorescent,on,red
64.14069451758749,-21.781654948765244,Light 131779,Halogen,on,green
64.1234041908117,-21.93599137730233,Light 191806,Fluorescent,on,blue
64.10721701739432,-21.788193345368864,Light 192174,LED,off,pink
64.09653562545913,-21.92729776158663,Light 184668,Mercury,off,green
64.10338205797699,-21.911054239624722,Light 177811,Halogen,off,purple
64.10262400565964,-21.936199909490394,Light 143638,LED,on,blue
64.10439798088133,-21.88290730426099,Light 142273,Halogen,on,green
64.14678339242724,-21.940242176599014,Light 175043,Halogen,off,blue
64.13307952847259,-21.93049995274763,Light 137719,LED,off,red
64.13574597215873,-21.892386323098076,Light 115902,Fluorescent,on,blue
64.08243257827479,-21.799615477041588,Light 160856,Fluorescent,off,purple
64.09717276796088,-21.914105617283198,Light 184991,Fluorescent,off,green
64.12622496739566,-21.860773018332512,Light 185328,Mercury,on,blue
64.10406571737434,-21.92114769265469,Light 189441,LED,off,purple
64.09469016105757,-21.811700102750144,Light 129889,Halogen,on,red
64.12426900482579,-21.948734569762205,Light 154348,Halogen,on,blue
64.10153400637063,-21.945374756109157,Light 186936,Halogen,off,blue
64.11641298316083,-21.94202461148458,Light 177392,Halogen,off,pink
64.08036472070567,-21.80951559792872,Light 150494,Halogen,off,green
64.10354828386002,-21.812443437928298,Light 145003,Halogen,on,red
64.14103952229203,-21.842774935185474,Light 147225,Halogen,on,red
64.10340848619073,-21.826423755965088,Light 120722,LED,off,green
64.12630696675907,-21.90541206754366,Light 174161,Fluorescent,off,blue
64.14202966787045,-21.877310116043045,Light 145783,Fluorescent,off,red
64.11359560748217,-21.869832259732288,Light 164826,Fluorescent,on,green
64.1339828053704,-21.909288424362074,Light 114299,Halogen,off,pink
64.11361812940521,-21.821933801040682,Light 111473,LED,on,blue
64.10237784349899,-21.830605661316696,Light 198744,Halogen,on,purple
64.08749312686426,-21.81531709866006,Light 163662,Halogen,on,blue
64.10473038676257,-21.916508483791024,Light 116161,LED,on,red
64.11014944329622,-21.8314597993229,Light 148305,Halogen,on,pink
64.10032551639193,-21.90889614426888,Light 155969,Halogen,on,green
64.09635506920122,-21.78788548846055,Light 130822,Mercury,on,pink
64.10317762366425,-21.778293926926118,Light 171314,Halogen,on,red
64.08566128005467,-21.887321545266868,Light 116793,LED,on,pink
64.13275089036749,-21.786180848549222,Light 100252,LED,on,red
64.10425246703413,-21.83941875875578,Light 144130,Fluorescent,off,green
64.1012213356826,-21.899583145550842,Light 121961,Fluorescent,on,pink
64.08211323198151,-21.82439677818168,Light 181903,Halogen,on,green
64.13049321633676,-21.913665120536507,Light 155013,Fluorescent,off,green
64.14494931219062,-21.90675516423282,Light 155105,Halogen,on,green
64.09761737213633,-21.860986574906853,Light 122582,LED,on,red
64.1237141998978,-21.773594001275878,Light 107808,Fluorescent,on,blue
64.13677324681626,-21.864063966627178,Light 175190,LED,off,red
64.10962086143155,-21.929456112613714,Light 102172,Fluorescent,off,red
64.11101932024108,-21.797376675846078,Light 103034,LED,on,pink
64.1020665749096,-21.928658251785922,Light 195008,Mercury,on,purple
64.08916310011853,-21.77755951608984,Light 160256,Fluorescent,on,pink
64.14174942572775,-21.85186147183935,Light 116893,LED,on,red
64.1051770222944,-21.897805803540145,Light 115653,Halogen,off,blue
64.14583157165664,-21.90327275028664,Light 167714,Fluorescent,on,green
64.11429817023216,-21.876769317642232,Light 139467,Fluorescent,off,pink
64.11443677943973,-21.892393728923633,Light 175549,Halogen,on,blue
64.08665962637825,-21.850347811954915,Light 158804,Mercury,off,red
64.08027252275863,-21.902153096077786,Light 100803,Fluorescent,off,purple
64.1231837739528,-21.945599434920577,Light 100789,Halogen,on,pink
64.14744455569465,-21.88037356015708,Light 128366,Halogen,off,green
64.11520150279499,-21.773580318435677,Light 168825,Mercury,off,purple
64.11402929173387,-21.875358630150593,Light 115539,Mercury,on,purple
64.11028426299711,-21.823500798804748,Light 148924,Fluorescent,on,green
64.14968634703965,-21.94372961854345,Light 181332,Halogen,on,blue
64.12682155159929,-21.794436120207468,Light 177734,Halogen,on,purple
64.11178205841541,-21.82041621074651,Light 176046,Mercury,off,blue
64.1352244808407,-21.93510293636909,Light 111566,LED,on,red
64.0879652121133,-21.84157943654324,Light 174410,Fluorescent,off,red
64.12663176865819,-21.91863632998085,Light 157645,Mercury,on,red
64.1037288042293,-21.864024289030084,Light 173918,Mercury,off,green
64.09982009485941,-21.901343205508866,Light 115020,Fluorescent,on,red
64.14015426743528,-21.78681400943947,Light 139183,Fluorescent,off,blue
64.09934870344118,-21.87483904017487,Light 136742,Mercury,on,purple
64.09890091922439,-21.921545533550134,Light 107320,LED,on,blue
64.10454515291502,-21.794559090382673,Light 144886,Fluorescent,on,red
64.14107324815893,-21.802220707954106,Light 189964,Halogen,off,blue
64.08993859444614,-21.949976999981864,Light 161231,Halogen,on,green
64.14261321610024,-21.78201597954082,Light 135991,Mercury,on,pink
64.12162318090512,-21.77362674211172,Light 105334,Mercury,off,blue
64.09609181554886,-21.849917158475144,Light 189763,Mercury,off,blue
64.11535984414309,-21.84566963532838,Light 114793,LED,off,red
64.13885693313216,-21.834174528004038,Light 125549,LED,on,blue
64.11228400422762,-21.855890566333336,Light 198177,Fluorescent,off,red
64.11884607738176,-21.802726895349128,Light 121835,LED,off,pink
64.12240452533206,-21.94669415299612,Light 144486,Fluorescent,off,pink
64.10365621594129,-21.7825581008804,Light 162352,LED,off,red
64.08348322811496,-21.870008532529983,Light 113329,Fluorescent,on,green
64.13654916767806,-21.780083083283856,Light 129739,LED,on,purple
64.11698394892741,-21.805164436366198,Light 195847,Fluorescent,off,red
64.11901022589952,-21.90259579744024,Light 151694,LED,off,red
64.13939790209385,-21.81768185177844,Light 160393,Halogen,off,purple
64.1456529758079,-21.80844156758993,Light 191724,Mercury,off,pink
64.11729370550293,-21.927325487228423,Light 135486,Fluorescent,on,blue
64.110201896498,-21.884235038818133,Light 128946,Mercury,off,red
64.08638677221794,-21.916974892091854,Light 178796,Mercury,on,red
64.14035915670615,-21.773962094468505,Light 186622,Mercury,off,green
64.14851904575401,-21.92666925586235,Light 178625,Fluorescent,on,pink
64.10309654716465,-21.800147933720524,Light 185003,LED,on,green
64.08455494976388,-21.852597503443494,Light 155468,LED,on,purple
64.12003514193543,-21.86309368326086,Light 136865,Mercury,off,green
64.14778027679705,-21.8870655412388,Light 172495,Halogen,off,red
64.11602116527425,-21.93928457413224,Light 182978,Fluorescent,off,red
64.09159395619517,-21.89831264133989,Light 137885,Mercury,off,pink
64.09320319060987,-21.789394671721443,Light 144030,Mercury,off,pink
64.09099602062157,-21.811340517711656,Light 132716,Fluorescent,on,purple
64.1079244776839,-21.94852024540391,Light 109318,Fluorescent,off,green
64.10787921094273,-21.91484914057064,Light 174974,Mercury,off,green
64.12575620703157,-21.796557202024122,Light 126605,LED,off,purple
64.14504076212361,-21.852681962277227,Light 143987,LED,off,red
64.09652461692949,-21.80347527434711,Light 155191,Halogen,on,pink
64.08030029368676,-21.8173701610262,Light 151770,Halogen,off,blue
64.14681209124237,-21.79371617700556,Light 169693,LED,off,purple
64.14345682064598,-21.782483257393064,Light 173623,Mercury,on,green
64.11859496654853,-21.944891181918425,Light 144912,Halogen,on,green
64.12138529435353,-21.801384371357322,Light 143776,Fluorescent,off,blue
64.11384079940473,-21.89157985106577,Light 122089,Mercury,on,red
64.10916135911869,-21.857887092553813,Light 195741,LED,on,green
64.08193290686035,-21.821376301066913,Light 171422,LED,off,red
64.09606917510153,-21.926641100201024,Light 151133,Fluorescent,on,purple
64.12020388550268,-21.90487948270338,Light 177838,LED,on,pink
64.10148668137847,-21.784453495173118,Light 184781,Mercury,off,pink
64.14971113646419,-21.826649812390137,Light 158102,LED,on,blue
64.1156020487078,-21.919289121581535,Light 181722,LED,on,red
64.08105462771887,-21.8244100762946,Light 110709,Mercury,on,pink
64.13745181098376,-21.929522779880738,Light 157104,LED,off,pink
64.08088327253468,-21.872340168315358,Light 161879,Mercury,off,blue
64.14493534972854,-21.852713742110264,Light 171884,Mercury,off,pink
64.09711553313778,-21.797404274433013,Light 151723,LED,on,red
64.11947566356153,-21.916446608354764,Light 194283,Halogen,off,red
64.11380248642494,-21.89882403736675,Light 114659,Halogen,on,red
64.12482245436586,-21.844876120549902,Light 150914,Fluorescent,on,purple
64.0884458321684,-21.878574114568664,Light 149944,LED,off,green
64.12574251153242,-21.928508368131677,Light 164306,Halogen,off,green
64.12020050978846,-21.847569267054176,Light 110305,Mercury,on,green
64.09945515333123,-21.91481630982713,Light 187403,Fluorescent,off,red
64.08077032687865,-21.79807115688213,Light 137364,Fluorescent,off,red
64.12337722660855,-21.811700157305822,Light 147560,Fluorescent,on,blue
64.10486593284742,-21.878148926082087,Light 108443,Mercury,on,pink
64.09529152011865,-21.888105319464,Light 162401,Fluorescent,on,purple
64.14419680009857,-21.948865969512507,Light 160324,Mercury,off,red
64.14037815190291,-21.870562279128595,Light 178693,Halogen,on,purple
64.14773733589581,-21.891532806413842,Light 174834,Fluorescent,on,pink
64.08825359988842,-21.9401166281884,Light 124176,Mercury,off,pink
64.11855066872705,-21.925440824425724,Light 145733,LED,on,pink
64.12448770079247,-21.873643609522414,Light 105310,LED,on,red
64.13383472934774,-21.91247247218553,Light 180372,Halogen,on,green
64.12097312001258,-21.840831190931844,Light 180907,Mercury,on,green
64.14810715895092,-21.77947799789506,Light 138697,Fluorescent,off,pink
64.08399187176228,-21.874754567793875,Light 113431,Halogen,off,red
64.12337359826812,-21.779824041152104,Light 158043,LED,on,pink
64.1430712025953,-21.877156018974553,Light 105773,Halogen,on,purple
64.14231613447502,-21.815043336265948,Light 135042,Fluorescent,on,pink
64.10079526090271,-21.860356266079172,Light 179427,Mercury,on,green
64.0979637511495,-21.834069120138757,Light 179900,LED,off,blue
64.08851137503108,-21.855648510241874,Light 138965,Fluorescent,on,green
64.13448424204299,-21.915406880091965,Light 146112,Mercury,off,purple
64.12864629676095,-21.806946410914513,Light 167379,Mercury,off,purple
64.10583260591426,-21.898730340150212,Light 162923,Halogen,off,green
64.13646713319322,-21.838712753441598,Light 176588,Mercury,off,blue
64.13136235860505,-21.875078782679182,Light 155333,Fluorescent,off,blue
64.10413957419519,-21.83406960402639,Light 196338,Halogen,off,purple
64.09228233657586,-21.79999059625524,Light 188825,Fluorescent,on,green
64.10438352436132,-21.781007896093968,Light 189462,Halogen,off,red
64.13596088582848,-21.780644319213444,Light 156730,Mercury,on,green
64.09764210666823,-21.822213914583724,Light 157978,Fluorescent,on,blue
64.1264202906501,-21.939051246714,Light 123555,LED,off,green
64.14254420799074,-21.89834641974229,Light 110081,Mercury,off,pink
64.1077574814788,-21.910729429179586,Light 186395,Fluorescent,off,purple
64.13003497710483,-21.933456586026583,Light 186449,Mercury,on,blue
64.08987145652584,-21.855476468719093,Light 132996,Halogen,on,purple
64.10529286481129,-21.94990779568343,Light 136232,Halogen,on,green
64.08946985292533,-21.841652410082684,Light 105338,Fluorescent,on,blue
64.09657203107957,-21.828906550920504,Light 166312,Halogen,off,blue
64.13072526845839,-21.848845111562202,Light 109715,Fluorescent,off,red
64.13710208484072,-21.91361383085479,Light 117589,Fluorescent,off,blue
64.1081039457638,-21.774844666934396,Light 187793,Mercury,off,green
64.08555730818044,-21.836730022885398,Light 197473,LED,on,blue
64.0924644039942,-21.905020069315057,Light 199046,Fluorescent,on,blue
64.14414139003915,-21.79146471987912,Light 168947,Mercury,off,purple
64.14173563637617,-21.93985421612358,Light 107721,Fluorescent,on,blue
64.11690792486371,-21.92821329109048,Light 192634,LED,off,purple
64.13619106692393,-21.78070514732114,Light 171809,Mercury,on,blue
64.10547042849569,-21.94566346605048,Light 124117,Halogen,off,pink
64.102983369555,-21.779194431869406,Light 183206,Fluorescent,on,green
64.09800986860812,-21.884883746876735,Light 120103,Fluorescent,off,purple
64.12886856842358,-21.858630951384917,Light 109256,Halogen,off,pink
64.09934662038762,-21.856525352846823,Light 161172,Mercury,off,green
64.14552009351716,-21.874831861100937,Light 196020,Fluorescent,on,pink
64.12509164155439,-21.77018688863145,Light 137850,LED,on,purple
64.10437268056491,-21.848833670383662,Light 138527,Mercury,on,pink
64.13265273989735,-21.882118714574318,Light 188089,Fluorescent,off,blue
64.10367810869977,-21.847873728747555,Light 193147,Fluorescent,on,red
64.08655922577408,-21.79883632152747,Light 117150,LED,off,pink
64.08343560840402,-21.877072651039548,Light 174000,Mercury,off,red
64.11694840749061,-21.894785180881776,Light 160015,LED,off,blue
64.11516925284296,-21.836778576137995,Light 142077,Fluorescent,on,green
64.12457060976887,-21.90961073490156,Light 125713,Fluorescent,off,blue
64.10666299871995,-21.834903074664034,Light 130137,Mercury,on,green
64.13678572832286,-21.933461969749953,Light 185090,Halogen,off,blue
64.14819882835133,-21.79856356606717,Light 169086,LED,off,pink
64.1322108436706,-21.93478401437851,Light 108849,Mercury,on,red
64.14137433956749,-21.86185812005533,Light 172042,Fluorescent,off,pink
64.09073240013241,-21.919614341464673,Light 110770,Halogen,off,green
64.10358601315119,-21.771274337491572,Light 153922,Fluorescent,on,green
64.12145984343927,-21.9333843749069,Light 179224,Mercury,off,purple
64.1113451059607,-21.860219808913826,Light 125927,Mercury,on,blue
64.117386920542,-21.891402889831156,Light 176833,Halogen,on,purple
64.11508273567378,-21.92283484015345,Light 189790,Fluorescent,on,green
64.08396515208932,-21.941650596387873,Light 119980,Fluorescent,off,pink
64.12387398578697,-21.80200845943723,Light 181674,Halogen,off,blue
64.14874404551482,-21.829692474687008,Light 163463,Mercury,off,red
64.11599494174219,-21.785508512153868,Light 120502,Halogen,off,purple
64.08006768323744,-21.899901554067853,Light 130542,Mercury,off,green
64.128373319392,-21.838596774127936,Light 100798,Halogen,on,blue
64.1210007854656,-21.938714250708298,Light 161317,Halogen,on,green
64.12787064743779,-21.791689077584177,Light 100910,Fluorescent,off,purple
64.11033245978548,-21.862239350422676,Light 156974,Fluorescent,on,purple
64.10903015033736,-21.883415819529574,Light 199966,LED,off,purple
64.12142781246267,-21.927065159843476,Light 173396,Fluorescent,off,pink
64.09755801058733,-21.844804741849433,Light 152776,Fluorescent,off,purple
64.10165358718821,-21.84114760366416,Light 147310,Fluorescent,off,blue
64.10125171872063,-21.91466362102022,Light 197157,LED,on,blue
64.14966144149552,-21.77082799221975,Light 113385,Fluorescent,on,purple
64.12283565145232,-21.922692001299474,Light 179106,Fluorescent,off,red
64.0978763994135,-21.775789185249614,Light 148765,Halogen,off,pink
64.10615653676544,-21.92580900080236,Light 105367,Fluorescent,on,blue
64.12870252431301,-21.938933445624933,Light 114463,Halogen,off,red
